Os01g0100100	AK242339
Os01g0216500	ab
Os01g0216600	EU950608
Os01g0216900	BT042880
Os01g0216951	tplb0048c08
Os01g0217000	AK070775
Os01g0217000	AK105803
Os01g0217050	BT084838
Os01g0217100	AK099424
Os01g0217400	AK371037
Os01g0217500	AK063270
Os01g0217800	AK100463
Os01g0217900	CT834898
Os01g0218032	AK241415
Os01g0218100	AK068593
Os01g0218200	AK371344
Os01g0218350	tplb0021m04
Os01g0218500	AK100491
Os01g0218500	AK072979
Os01g0218500	AK108673
Os01g0218500	AK100648
Os01g0218700	AK064992
Os01g0218700	AK063157
Os01g0218800	AK120836
Os01g0218800	AK103664
Os01g0218900	AK065476
Os01g0219000	CT835018
Os01g0219100	AK241253
Os01g0219200	AK108579
Os01g0219300	AK073193
Os01g0219500	AK109524
Os01g0219600	Q5NAT8
Os01g0220100	AK103304
Os01g0220150	tplb0042g22
Os01g0220200	AK243513
Os01g0220300	AK105167
Os01g0220400	AK105221
Os01g0220500	DQ245013
Os01g0220700	AK252948
Os01g0220801	EU967040
Os01g0220900	AK289050
Os01g0221000	EU946797
Os01g0221100	AK072125
Os01g0221100	AK120515
Os01g0221300	AK073330
Os01g0221400	EU957897
Os01g0221500	AK063996
Os01g0221600	ab
Os01g0221700	B8AAM2
Os01g0221800	AK058478
Os01g0221900	AK241097
Os01g0222001	AK241923
Os01g0222300	AK064262
Os01g0222500	AK072778
Os01g0222600	AK121276
Os01g0222700	AK101946
Os01g0222700	AK068883
Os01g0222800	ab
Os01g0222900	AK241736
Os01g0223000	AK071394
Os01g0223200	AK067352
Os01g0223300	AK107015
Os01g0223500	ab
Os01g0223600	AK110821
Os01g0223700	AK067417
Os01g0223800	ab
Os01g0223900	AK101712
Os01g0224000	ab
Os01g0224100	AK106517
Os01g0224100	AK101054
Os01g0224166	CT834978
Os01g0224200	ab
Os01g0224300	AK241695
Os01g0224400	AK064461
Os01g0224500	AK109225
Os01g0224700	AK070386
Os01g0225000	BT041596
Os01g0225100	AK100398
Os01g0225200	AK121971
Os01g0225300	AK242946
Os01g0225400	AK242525
Os01g0225500	CT835508
Os01g0225550	AK242089
Os01g0225600	CU405989
Os01g0225700	AK242457
Os01g0226200	EU946161
Os01g0226250	BT086850
Os01g0226300	AK059314
Os01g0226400	AK102301
Os01g0226450	tplb0025l23
Os01g0226500	AK066242
Os01g0226500	AK101123
Os01g0226600	AK121458
Os01g0226600	AK069571
Os01g0226666	AK376581
Os01g0226700	AK063653
Os01g0227100	AK068523
Os01g0227100	AK061638
Os01g0227200	AK103247
Os01g0227250	BT016904
Os01g0227300	AK070320
Os01g0227350	tplb0024g24
Os01g0227400	AK108512
Os01g0227500	AK120914
Os01g0227700	AK241935
Os01g0227800	AK287590
Os01g0228300	AK061358
Os01g0228400	AK105248
Os01g0228450	tplb0043a22
Os01g0228500	AK119627
Os01g0228600	AK069655
Os01g0228600	AK101390
Os01g0228600	AK059778
Os01g0228800	AK065657
Os01g0228800	AK058920
Os01g0228901	AK318601
Os01g0229000	AJ495793
Os01g0229100	AK061285
Os01g0229100	AK070838
Os01g0229200	AK066024
Os01g0229200	AK061937
Os01g0229200	AK071900
Os01g0229200	AK106136
Os01g0229250	BT083949
Os01g0229300	AK103364
Os01g0229400	AK071126
Os01g0229500	AK108111
Os01g0229600	AK107876
Os01g0229700	EU967646
Os01g0229800	ab
Os01g0229900	AK065381
Os01g0229900	AK065429
Os01g0229900	AK107648
Os01g0230200	AK065732
Os01g0230700	AK289150
Os01g0230800	AK109258
Os01g0231000	AK072001
Os01g0231000	AK066156
Os01g0231000	AK104654
Os01g0231500	AK111599
Os01g0231500	AK111602
Os01g0231600	ab
Os01g0231700	AK107453
Os01g0231800	AK062918
Os01g0231900	AK073280
Os01g0231950	BT061568
Os01g0232000	Q9LWR2
Os01g0232100	AK069592
Os01g0232200	EU955858
Os01g0232300	AK120694
Os01g0232400	AK101990
Os01g0232400	AK106519
Os01g0232450	AK242981
Os01g0232500	AK067926
Os01g0232500	AK119659
Os01g0232550	EU941213
Os01g0232700	AK069972
Os01g0232700	AK104113
Os01g0232800	AK318572
Os01g0233000	AK065256
Os01g0233100	tplb0028l11
Os01g0233400	CT830710
Os01g0233500	AK063476
Os01g0233800	AK069983
Os01g0233850	EU943630
Os01g0233900	AK100714
Os01g0234001	AK241763
Os01g0234100	AK106332
Os01g0234200	ab
Os01g0234300	ab
Os01g0234433	EU943103
Os01g0234499	ab
Os01g0234566	X06283
Os01g0234700	AK108936
Os01g0234800	AK103163
Os01g0234800	AK063827
Os01g0234850	AK242318
Os01g0234900	AK120816
Os01g0235100	AK287587
Os01g0235200	AK103537
Os01g0235200	AK064013
Os01g0235300	AK059862
Os01g0235300	AK102961
Os01g0235325	EU943029
Os01g0235350	ab
Os01g0235400	AK064696
Os01g0235400	AK105595
Os01g0235500	AK121404
Os01g0235632	tplb0028d05
Os01g0235700	AK064943
Os01g0235700	AK121013
Os01g0235800	AK058731
Os01g0235850	EU974948
Os01g0235900	ab
Os01g0236000	AK065569
Os01g0236300	AK102521
Os01g0236300	AK064007
Os01g0236400	AK064408
Os01g0236700	AK067319
Os01g0236700	AK061701
Os01g0236800	AK287868
Os01g0236900	AK357470
Os01g0237000	AK062426
Os01g0237100	AK068739
Os01g0237200	EU969470
Os01g0237366	ab
Os01g0237400	EU969470
Os01g0237500	AK110682
Os01g0237750	ab
Os01g0238200	AK063106
Os01g0238200	AK062403
Os01g0238287	EU942531
Os01g0238375	AK062747
Os01g0238500	AK067076
Os01g0238500	AK104302
Os01g0238600	AK073776
Os01g0238700	AK121040
Os01g0238800	AK063492
Os01g0238800	AK062940
Os01g0238850	EU964662
Os01g0238900	AK111838
Os01g0239000	AK109503
Os01g0239000	AK121019
Os01g0239100	AK288072
Os01g0239100	AK288959
Os01g0239150	tplb0026i01
Os01g0239200	AK099799
Os01g0239300	AK068349
Os01g0239700	AK122130
Os01g0239700	AK067723
Os01g0239700	AK070058
Os01g0240600	AK288965
Os01g0240700	ab
Os01g0240725	AK376036
Os01g0241000	AK119763
Os01g0241100	AK242754
Os01g0241400	AK107708
Os01g0242200	AK107468
Os01g0242300	AK070082
Os01g0242333	EU950761
Os01g0242400	AK108724
Os01g0242450	BT085512
Os01g0242500	AK073692
Os01g0242600	AK067756
Os01g0242600	AK098860
Os01g0242800	EU953009
Os01g0242900	AK071658
Os01g0242900	AK066245
Os01g0243000	AK063344
Os01g0243100	AK064212
Os01g0243200	AK103210
Os01g0243200	AK065805
Os01g0243300	AK109301
Os01g0243400	AK070651
Os01g0243450	FP095602
Os01g0243600	EU974727
Os01g0243700	AK102517
Os01g0243700	AK059681
Os01g0243800	AK109562
Os01g0243901	AK376036
Os01g0244000	AK373668
Os01g0244150	AK374764
Os01g0244400	AK242054
Os01g0244966	AK111127
Os01g0245000	AK372630
Os01g0245532	BT064575
Os01g0245600	ab
Os01g0245700	AK373668
Os01g0245901	ab
Os01g0246100	AK120732
Os01g0246200	BT068348
Os01g0246400	AK062972
Os01g0246500	AK058984
Os01g0246601	BT064989
Os01g0246700	AK105509
Os01g0247500	AK065614
Os01g0247550	EU969960
Os01g0247600	AK109701
Os01g0247700	AK243531
Os01g0247900	AK109164
Os01g0248000	AK073588
Os01g0248300	ab
Os01g0248350	AK366258
Os01g0248400	AK072762
Os01g0248450	BT016882
Os01g0248500	AK059893
Os01g0248600	AK061039
Os01g0248701	BT009461
Os01g0248800	AK062766
Os01g0248850	BT062860
Os01g0248900	AK111100
Os01g0249050	BT016845
Os01g0249100	DQ061054
Os01g0249200	AK061046
Os01g0249300	AK066274
Os01g0249300	AK061748
Os01g0249700	AK361799
Os01g0249800	AK361799
Os01g0249900	AK072886
Os01g0250200	ab
Os01g0250600	AK101880
Os01g0250900	AK065179
Os01g0251000	AK100105
Os01g0251100	AK073778
Os01g0251100	AK101781
Os01g0251200	AK063298
Os01g0251200	AK108417
Os01g0251400	AK060341
Os01g0252100	AK068737
Os01g0252100	AK099742
Os01g0252100	AK104687
Os01g0252150	tplb0034j24
Os01g0252200	AK071420
Os01g0252300	AK242398
Os01g0252400	AK063327
Os01g0252600	CT835001
Os01g0252900	AK105250
Os01g0253000	AK071644
Os01g0253050	EU957207
Os01g0253100	AK067133
Os01g0253100	AK061932
Os01g0253200	tplb0011f19
Os01g0253300	AK068233
Os01g0253300	AK099336
Os01g0253400	AK108904
Os01g0253500	AK243648
Os01g0253600	AK058837
Os01g0253800	ab
Os01g0253900	AK072113
Os01g0253900	AK067101
Os01g0254000	AK111904
Os01g0254100	AK111762
Os01g0254100	AK111583
Os01g0254200	AK121256
Os01g0254300	EU974973
Os01g0254350	BT085732
Os01g0254400	ab
Os01g0254800	AK067017
Os01g0254850	CT834921
Os01g0254900	AK068204
Os01g0254950	AK287984
Os01g0255000	AK109484
Os01g0255100	AK058528
Os01g0255700	EU947173
Os01g0256300	AK357815
Os01g0256400	AK107950
Os01g0256500	AK069098
Os01g0256600	AK063884
Os01g0256800	AK100311
Os01g0256800	AK111789
Os01g0256900	AK100819
Os01g0257100	AK243243
Os01g0257300	AK070626
Os01g0257400	AK073920
Os01g0257900	AK119383
Os01g0258000	AK108960
Os01g0258100	AK073329
Os01g0258100	AK101657
Os01g0258600	CT828253
Os01g0258700	AK111903
Os01g0258700	AK111633
Os01g0259200	AK067283
Os01g0259200	AK072073
Os01g0259300	AK105158
Os01g0259400	AK102537
Os01g0259600	AK066193
Os01g0259900	AK333514
Os01g0259933	CT834797
Os01g0259966	CT834873
Os01g0260000	AK108460
Os01g0260100	AK070313
Os01g0260500	AK288376
Os01g0260700	AK243649
Os01g0260800	AK071445
Os01g0260950	AK362776
Os01g0261000	AK062597
Os01g0261100	AK102361
Os01g0261200	AK102808
Os01g0261200	AK062259
Os01g0261500	AK101899
Os01g0261500	AK072194
Os01g0261500	AK063838
Os01g0261600	EU957504
Os01g0261700	AK100325
Os01g0262000	BT033950
Os01g0262401	ab
Os01g0262500	AK071545
Os01g0262600	AK287624
Os01g0262700	AK119928
Os01g0262700	AK100901
Os01g0263000	AK371467
Os01g0263300	AK061583
Os01g0263400	ab
Os01g0263500	AK289255
Os01g0263600	AK101040
Os01g0263600	AK064411
Os01g0263900	EU949860
Os01g0264000	AK063318
Os01g0264100	tplb0010b10
Os01g0264125	BT016879
Os01g0264400	AK107988
Os01g0264500	AK062518
Os01g0264600	BT086466
Os01g0264700	AK071712
Os01g0264900	AK059509
Os01g0265000	AK366103
Os01g0265100	AK067217
Os01g0265200	AK121045
Os01g0265400	AK120531
Os01g0265400	AK102033
Os01g0265700	AK111252
Os01g0265800	AK099896
Os01g0265800	AK109487
Os01g0265900	tplb0054b23
Os01g0266000	AK121684
Os01g0266100	AK063246
Os01g0266200	AK120244
Os01g0266400	AK121188
Os01g0266500	AK101084
Os01g0266600	AK069749
Os01g0266600	AK058396
Os01g0266800	AK069474
Os01g0267050	AK105155
Os01g0267100	AK065023
Os01g0267200	AK099455
Os01g0267300	AK359881
Os01g0267400	AK242388
Os01g0267600	AK287530
Os01g0267800	AK336038
Os01g0267900	AK242346
Os01g0268000	AK107975
Os01g0268100	AK066443
Os01g0268201	tplb0060m14
Os01g0268300	AK102391
Os01g0268300	AK058666
Os01g0268600	AK287495
Os01g0268700	EU954439
Os01g0268733	EU968656
Os01g0268800	AK105874
Os01g0268800	AK073347
Os01g0268900	AK062596
Os01g0269000	AK068875
Os01g0269100	AK067610
Os01g0269500	AK103817
Os01g0269550	AK242215
Os01g0269800	ab
Os01g0269900	AK068395
Os01g0269950	tplb0048j06
Os01g0270100	AK119511
Os01g0270100	AK104155
Os01g0270300	AK101508
Os01g0270300	AK060365
Os01g0270501	BT041037
Os01g0270700	EU970327
Os01g0271000	AK071543
Os01g0271200	AK073797
Os01g0271400	BT038643
Os01g0271500	AK101384
Os01g0271700	AK100277
Os01g0272600	AK067786
Os01g0272650	tplb0025h12
Os01g0272700	AK248395
Os01g0272800	AK242815
Os01g0272850	tplb0032i05
Os01g0272901	AK362999
Os01g0273000	AK243525
Os01g0273100	AK105320
Os01g0273150	CU861759
Os01g0273200	ab
Os01g0273300	AK288570
Os01g0273500	AK069401
Os01g0273800	AK109645
Os01g0273850	EU972174
Os01g0273900	ab
Os01g0274100	ab
Os01g0274201	EU972174
Os01g0274300	AK107917
Os01g0274500	DQ062981
Os01g0274601	AK288319
Os01g0274800	AK107461
Os01g0274901	AK288230
Os01g0275200	tplb0010e10
Os01g0275300	AK058411
Os01g0275500	CT834817
Os01g0275600	AK064813
Os01g0275600	AK061675
Os01g0275700	EU949846
Os01g0275800	AK119475
Os01g0275900	BT086478
Os01g0275950	ab
Os01g0276000	AK058917
Os01g0276033	AF366453
Os01g0276066	BT061579
Os01g0276100	AK059596
Os01g0276200	BT040757
Os01g0276300	AK108165
Os01g0276400	AK106403
Os01g0276500	AK061002
Os01g0276500	AK099335
Os01g0276600	AK071739
Os01g0276650	BT064098
Os01g0276700	AK103164
Os01g0276700	AK103465
Os01g0276700	AK059579
Os01g0276700	AK100799
Os01g0276800	AK102926
Os01g0276800	AK062536
Os01g0276800	AK108476
Os01g0276800	AK072491
Os01g0276800	AK104914
Os01g0276900	AK105130
Os01g0277100	AK062999
Os01g0277500	AK066984
Os01g0277600	tplb0014e24
Os01g0277700	AK061133
Os01g0278000	CT835506
Os01g0278050	CT835007
Os01g0278100	AK105195
Os01g0278200	AK071473
Os01g0278466	CT835260
Os01g0278600	AK073208
Os01g0278600	AK070514
Os01g0278900	AK120429
Os01g0278950	EU957086
Os01g0278975	tplb0030b01
Os01g0279000	AK119444
Os01g0279100	AK069333
Os01g0279100	AK061646
Os01g0279200	AK107911
Os01g0279200	AK103258
Os01g0279200	AK063907
Os01g0279300	AK058646
Os01g0279400	AK065048
Os01g0279500	AK288362
Os01g0279700	AK100107
Os01g0279700	AK067683
Os01g0279700	AK058762
Os01g0279800	AK061114
Os01g0279800	AK059775
Os01g0279900	AK242743
Os01g0280000	AK103348
Os01g0280000	AK062026
Os01g0280200	AK241599
Os01g0280400	ab
Os01g0280500	AK103139
Os01g0280600	AK108765
Os01g0281000	AK064952
Os01g0281050	ab
Os01g0281100	AK109672
Os01g0281200	AK107209
Os01g0281250	tplb0047b05
Os01g0281301	BT065146
Os01g0281400	tplb0016n13
Os01g0281600	AK062646
Os01g0282251	AK288698
Os01g0282800	AK122127
Os01g0282866	tplb0045b10
Os01g0283000	AK288302
Os01g0283000	AK073165
Os01g0283100	AK104205
Os01g0283100	AK122051
Os01g0283300	AK068117
Os01g0283300	AK104498
Os01g0283400	AK119993
Os01g0283500	AK107821
Os01g0283500	AK064158
Os01g0283600	ab
Os01g0283700	AK107149
Os01g0284300	FP096351
Os01g0284500	AK061164
Os01g0284700	AK243124
Os01g0284900	AK106618
Os01g0285200	AK241928
Os01g0285300	AK111803
Os01g0286000	AK109824
Os01g0286100	AK102252
Os01g0286200	AK111156
Os01g0286500	AK111088
Os01g0286550	EU943867
Os01g0286600	AK288024
Os01g0286900	AK103865
Os01g0287400	AK058343
Os01g0287600	AK063062
Os01g0287700	AK240653
Os01g0287900	AK372761
Os01g0288200	AK063135
Os01g0288700	AK106473
Os01g0288800	AK108858
Os01g0289100	AK362999
Os01g0289600	BT054472
Os01g0289732	AK243275
Os01g0289750	CU405820
Os01g0289900	AK373078
Os01g0289950	AK241293
Os01g0290000	AK066523
Os01g0290000	AK100420
Os01g0290000	AK072264
Os01g0290000	AK104371
Os01g0290100	AK069735
Os01g0290600	AK366122
Os01g0290650	CT830638
Os01g0290700	AK058263
Os01g0290800	AK119474
Os01g0290901	CT834872
Os01g0291500	AK070443
Os01g0291500	AK060689
Os01g0291733	AK360634
Os01g0292200	AK065588
Os01g0292200	AK068440
Os01g0292200	AK061640
Os01g0292250	tplb0035p08
Os01g0292700	BT018724
Os01g0292900	AK072849
Os01g0292900	AK068471
Os01g0293000	AK241882
Os01g0293100	AK106850
Os01g0293200	AK289047
Os01g0293501	BT084813
Os01g0293800	FP093257
Os01g0293900	ab
Os01g0294500	FP094155
Os01g0294700	AK104388
Os01g0295600	AK240751
Os01g0295700	AK070333
Os01g0295900	AK242011
Os01g0296000	AK102480
Os01g0296100	AK099599
Os01g0296100	AK102400
Os01g0296100	AK063982
Os01g0296133	tplb0034j24
Os01g0296166	tplb0028j17
Os01g0296200	AY603339
Os01g0296450	tplb0024e11
Os01g0296700	AK105791
Os01g0296900	AK288418
Os01g0297200	AK109883
Os01g0297700	AK106554
Os01g0297950	tplb0040p04
Os01g0298301	AK287684
Os01g0298400	AK241615
Os01g0298500	EU971745
Os01g0299100	FP096734
Os01g0299150	EU940798
Os01g0299200	BT084276
Os01g0299300	AK250870
Os01g0299400	AK107814
Os01g0299500	AK065650
Os01g0299700	AK108504
Os01g0299801	BT019050
Os01g0300000	AK063585
Os01g0300200	AK070568
Os01g0300200	AK099208
Os01g0300200	AK062011
Os01g0300400	AK289242
Os01g0300600	AK058273
Os01g0300900	AK101262
Os01g0300900	AK119559
Os01g0301000	AK066192
Os01g0301100	AK105556
Os01g0301300	AK107188
Os01g0301500	AK064623
Os01g0301700	AK100563
Os01g0301700	AK064223
Os01g0301900	ab
Os01g0302000	CT834849
Os01g0302100	AK100875
Os01g0302250	AK242045
Os01g0302500	AK241312
Os01g0302800	AK062358
Os01g0302900	AK107212
Os01g0303000	AK058929
Os01g0303100	AK062603
Os01g0303200	AK073769
Os01g0303300	AK242170
Os01g0303401	U43718
Os01g0303600	AK099496
Os01g0303800	AK060078
Os01g0303800	AK121626
Os01g0304000	AK121735
Os01g0304050	AK242860
Os01g0304100	ab
Os01g0304200	AK361748
Os01g0304300	AK242039
Os01g0304400	CT834995
Os01g0304500	CT837771
Os01g0305200	AK062385
Os01g0305300	AK062613
Os01g0305900	AK288699
Os01g0306100	AK111041
Os01g0306200	AK071422
Os01g0306400	AK287785
Os01g0306800	AK099426
Os01g0306800	AK059447
Os01g0306900	AK107306
Os01g0307500	AK108663
Os01g0307562	BT064998
Os01g0307624	AK288437
Os01g0307686	BT087976
Os01g0307750	CT834932
Os01g0308200	AK243191
Os01g0308200	AK110806
Os01g0308300	ab
Os01g0308600	CT834965
Os01g0308700	FP099421
Os01g0309100	AK102492
Os01g0309451	AK107992
Os01g0309800	AK110758
Os01g0309900	AK100627
Os01g0309966	BT084199
Os01g0310032	AB097412
Os01g0310100	AK120868
Os01g0310500	AK289146
Os01g0310500	AK073535
Os01g0310550	AK099487
Os01g0310600	AK110671
Os01g0310700	AK120861
Os01g0310800	AK064374
Os01g0311100	ab
Os01g0311300	AK062341
Os01g0311400	ab
Os01g0311500	AK103288
Os01g0311500	AK062171
Os01g0311600	AK105552
Os01g0311700	AK072493
Os01g0311800	AK107006
Os01g0311800	AK110846
Os01g0312500	AK105998
Os01g0312600	EU943103
Os01g0312800	AK106887
Os01g0313050	tplb0042g22
Os01g0313300	AK111775
Os01g0313600	AK241412
Os01g0314000	AK102427
Os01g0314000	AK106622
Os01g0314000	AK106418
Os01g0314100	AK067157
Os01g0314300	AK073419
Os01g0314300	AK104939
Os01g0314600	DQ245885
Os01g0314800	AK243113
Os01g0315600	AK110785
Os01g0315700	AK112057
Os01g0315800	AK101168
Os01g0315800	AK061857
Os01g0315850	tplb0036f05
Os01g0316001	AK288515
Os01g0316100	BT034423
Os01g0316500	AK099887
Os01g0316600	AK103534
Os01g0316800	AK058821
Os01g0316900	AK070437
Os01g0317125	tplb0041e13
Os01g0317500	ab
Os01g0317800	AK105905
Os01g0318000	AK377047
Os01g0318201	AK242169
Os01g0318202	AK289028
Os01g0318400	AB110194
Os01g0318600	tplb0030n22
Os01g0318700	AK105594
Os01g0319000	AK107088
Os01g0319000	AK067689
Os01g0319066	tplb0057m22
Os01g0319200	ab
Os01g0319400	AK070361
Os01g0320400	AK287551
Os01g0320700	AK063226
Os01g0321300	AK355166
Os01g0321500	EU971891
Os01g0321700	AK070488
Os01g0321700	AK059365
Os01g0321800	AK064712
Os01g0321900	CT834938
Os01g0322300	FP096190
Os01g0322700	AK108747
Os01g0322800	AK121409
Os01g0323000	AK100396
Os01g0323000	AK059381
Os01g0323100	AK065231
Os01g0323300	BT037792
Os01g0323500	AK107583
Os01g0323600	AK071516
Os01g0323775	tplb0048c02
Os01g0323950	BT088261
Os01g0324400	AK111299
Os01g0324400	AK102854
Os01g0324400	AK102490
Os01g0326000	AK068894
Os01g0326000	AK061371
Os01g0326100	AK067102
Os01g0326100	AK062793
Os01g0326300	AK058883
Os01g0327000	AK121616
Os01g0327100	AK070715
Os01g0327100	AK059977
Os01g0327250	tplb0038a01
Os01g0327400	AK068063
Os01g0327500	AK107756
Os01g0327600	AK121799
Os01g0327600	AK120216
Os01g0327900	ab
Os01g0328300	AK071771
Os01g0328300	AK064025
Os01g0328300	AK102126
Os01g0328400	AK061988
Os01g0328500	AK058517
Os01g0328600	AK289214
Os01g0328700	AK066632
Os01g0328900	AK101169
Os01g0329000	AK071961
Os01g0329075	tplb0038i08
Os01g0329150	EU949494
Os01g0329300	AK110223
Os01g0329350	tplb0028j17
Os01g0329400	AK101813
Os01g0329400	AK062175
Os01g0329800	AK073536
Os01g0329800	AK107331
Os01g0329900	AK120056
Os01g0329900	AK105168
Os01g0330001	EU942788
Os01g0330100	AK100480
Os01g0330200	CT834889
Os01g0330650	AK288176
Os01g0331100	AK100992
Os01g0331500	EU942788
Os01g0331900	AK121761
Os01g0331900	AK064784
Os01g0332002	EU941920
Os01g0332100	AK120720
Os01g0332100	AK061240
Os01g0332150	tplb0038i24
Os01g0332200	AK241922
Os01g0332500	AK101382
Os01g0332700	tplb0003j05
Os01g0332800	AK067493
Os01g0332800	AK061997
Os01g0332900	AK069030
Os01g0332900	AK065940
Os01g0333001	CT829280
Os01g0333600	ab
Os01g0335600	AK070305
Os01g0335700	AK068195
Os01g0336300	AK070305
Os01g0337100	AY647253
Os01g0337160	CT834981
Os01g0337180	AK241856
Os01g0337500	AY333187
Os01g0337600	AK119468
Os01g0337600	AK099595
Os01g0337700	AK109210
Os01g0337700	AK106939
Os01g0337900	AK120645
Os01g0338000	AK103351
Os01g0338000	AK112012
Os01g0338100	EU964411
Os01g0338150	AK241271
Os01g0338200	AK068083
Os01g0338401	AK288215
Os01g0338600	AK066580
Os01g0339001	BT019046
Os01g0339400	AB332049
Os01g0339500	AK066107
Os01g0339600	AK106772
Os01g0339851	AK111706
Os01g0339900	AK066111
Os01g0339950	AK288856
Os01g0340100	AK376398
Os01g0340400	AK376398
Os01g0340600	ab
Os01g0340801	AK288772
Os01g0341000	ab
Os01g0341200	AK068939
Os01g0341300	AK070629
Os01g0341750	tplb0040j01
Os01g0342500	CT834861
Os01g0342750	AK106603
Os01g0342800	AK241039
Os01g0342900	AK063921
Os01g0343001	EU941562
Os01g0343100	AK240925
Os01g0343200	AK100070
Os01g0343200	AK058467
Os01g0343300	AK067244
Os01g0343350	EU970609
Os01g0343400	BT065522
Os01g0343500	AK071988
Os01g0343780	EU971731
Os01g0344620	AK288572
Os01g0346250	BT035059
Os01g0346400	AK243147
Os01g0346600	AK105649
Os01g0346700	AK071793
Os01g0347000	AK069585
Os01g0347100	AK100716
Os01g0347150	BT086894
Os01g0347200	AK066458
Os01g0347300	AK241247
Os01g0347500	EF541166
Os01g0347600	AK243297
Os01g0348000	EF541166
Os01g0348600	AK100444
Os01g0348600	AK062168
Os01g0348600	AK099063
Os01g0348700	AK120842
Os01g0348800	AK062553
Os01g0348900	AK062520
Os01g0349000	AK108540
Os01g0349400	AK122182
Os01g0349600	AK066217
Os01g0349800	AK069610
Os01g0350000	AK071594
Os01g0350100	AK357549
Os01g0350300	tplb0029l15
Os01g0350500	AK241740
Os01g0350900	AK070217
Os01g0350900	AK058986
Os01g0351100	BT034831
Os01g0351200	AJ222588
Os01g0351300	AK102963
Os01g0351500	AY421731
Os01g0351800	AK073503
Os01g0352100	AK072222
Os01g0352200	EU955974
Os01g0352751	DQ840407
Os01g0353400	BT068902
Os01g0353501	BT009482
Os01g0353600	FP095724
Os01g0353633	AK109180
Os01g0353900	AK063501
Os01g0353900	AK105827
Os01g0354175	ab
Os01g0354200	AK112105
Os01g0354450	AK360906
Os01g0354700	AK376320
Os01g0355100	AK241009
Os01g0355175	BT084741
Os01g0355250	ab
Os01g0355400	AK107903
Os01g0355500	AK119920
Os01g0355500	AK100317
Os01g0355600	AK100134
Os01g0355700	FP095626
Os01g0355800	AK369763
Os01g0355900	AK120976
Os01g0356400	AK242094
Os01g0356450	CT835510
Os01g0356500	AK070843
Os01g0356800	ab
Os01g0356900	AK064742
Os01g0356951	AK111025
Os01g0357100	AK103604
Os01g0357100	AK061893
Os01g0357150	tplb0056g12
Os01g0357200	AK099419
Os01g0357400	AK063489
Os01g0357500	EU969139
Os01g0357800	AK120188
Os01g0357900	AK067878
Os01g0358100	AK105209
Os01g0358300	AK060388
Os01g0358300	AK058532
Os01g0358400	AK061826
Os01g0358551	BT017558
Os01g0358700	AK318517
Os01g0358800	DQ244456
Os01g0358900	ab
Os01g0359400	AK063509
Os01g0359400	AK072056
Os01g0359400	AK066435
Os01g0359600	AK372329
Os01g0359800	AK371992
Os01g0360100	AK100554
Os01g0360150	AK062321
Os01g0360200	AK065117
Os01g0360200	AK060770
Os01g0360333	tplb0025i04
Os01g0360600	AK069339
Os01g0361000	AK110594
Os01g0361000	AK120275
Os01g0361500	AK065466
Os01g0361700	AK242469
Os01g0361800	AK067294
Os01g0361800	AK122167
Os01g0362000	AK070658
Os01g0362100	AK065319
Os01g0362400	AK062630
Os01g0362533	AK241910
Os01g0362800	AK071457
Os01g0363000	AK064749
Os01g0363300	AK060356
Os01g0363300	AK059622
Os01g0363500	AK071463
Os01g0363500	AK068183
Os01g0363500	AK120306
