Os01g0100100	RabGAP/TBC_domain_containing_protein.
Os01g0153625	Hypothetical_protein.
Os01g0153700	Conserved_hypothetical_protein.
Os01g0153800	Similar_to_gibberellin_receptor_GID1L2.
Os01g0153900	Hypothetical_conserved_gene.
Os01g0153950	Protein_of_unknown_function_DUF674_domain_containing_protein.
Os01g0154000	Conserved_hypothetical_protein.
Os01g0154100	Protein_of_unknown_function_DUF674_domain_containing_protein.
Os01g0154200	Protein_of_unknown_function_DUF674_domain_containing_protein.
Os01g0154250	Hypothetical_protein.
Os01g0154300	Hypothetical_conserved_gene.
Os01g0154500	Protein_of_unknown_function_DUF674_domain_containing_protein.
Os01g0154600	Protein_of_unknown_function_DUF674_domain_containing_protein.
Os01g0154950	Hypothetical_gene.
Os01g0155000	Alpha/beta_hydrolase_fold_3 domain containing protein.
Os01g0155200	Similar_to_H0525E10.8_protein.
Os01g0155300	Similar_to_dirigent_like protein.
Os01g0155400	Conserved_hypothetical_protein.
Os01g0155500	Protein_kinase,_catalytic_domain_domain_containing_protein.
Os01g0155600	Similar_to_Splicing_factor_RSZ33.
Os01g0155800	Conserved_hypothetical_protein.
Os01g0156000	Similar_to_Myb_family_DNA_binding protein.
Os01g0156300	Similar_to_Cappuccino_protein.
Os01g0157200	Conserved_hypothetical_protein.
Os01g0157400	Conserved_hypothetical_protein.
Os01g0157500	Protein_of_unknown_function_DUF1110_domain_containing_protein.
Os01g0157600	Conserved_hypothetical_protein.
Os01g0157700	Glycosyl_transferase,_family_43_domain_containing_protein.
Os01g0157800	Heat_shock_protein_DnaJ,_N_terminal domain containing protein.
Os01g0157900	Protein_of_unknown_function_Cys_rich family protein.
Os01g0158000	Importin_alpha_2 subunit.
Os01g0158100	Pentatricopeptide_repeat_containing_protein.
Os01g0158200	Similar_to_Serine_carboxypeptidase_II_1 precursor (EC 3.4.16.6) (CP_MII.1) (Fragment).
Os01g0158400	Galactose_binding like domain containing protein.
Os01g0158500	Similar_to_arginyl_tRNA synthetase.
Os01g0158533	Hypothetical_protein.
Os01g0158566	Hypothetical_conserved_gene.
Os01g0158600	Leucine_rich repeat, N_terminal domain containing protein.
Os01g0158800	Similar_to_PHD_finger_protein.
Os01g0158900	Zinc_finger,_NF_X1_type domain containing protein.
Os01g0158900	Hypothetical_conserved_gene.
Os01g0159000	Similar_to_cDNA_clone:J023049H21,_full_insert_sequence.
Os01g0159200	Similar_to_Fasciclin_like protein FLA18.
Os01g0159250	Hypothetical_protein.
Os01g0159300	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os01g0159400	Similar_to_Acyl_coenzyme A oxidase 4, peroxisomal (EC 1.3.3.6) (AOX 4) (Short_ chain acyl_CoA oxidase) (SAOX) (AtCX4) (G6p) (AtG6).
Os01g0159500	Rapid_ALkalinization_Factor_domain_containing_protein.
Os01g0159600	Small_hydrophilic_plant_seed_protein_family_protein.
Os01g0159800	Similar_to_DNA_binding_protein.
Os01g0160100	Similar_to_Pyruvate_decarboxylase_isozyme_2_(EC_4.1.1.1)_(PDC)_(Fragment).
Os01g0160150	Hypothetical_protein.
Os01g0160200	Leucine_rich repeat, N_terminal domain containing protein.
Os01g0160700	Leucine_rich repeat, N_terminal domain containing protein.
Os01g0160800	Similar_to_Protein_synthesis_inhibitor_II_(EC_3.2.2.22)_(Ribosome_inactivating protein II) (rRNA N_glycosidase).
Os01g0161000	Hypothetical_conserved_gene.
Os01g0161200	Hypothetical_protein.
Os01g0161300	Hypothetical_conserved_gene.
Os01g0162001	Hypothetical_gene.
Os01g0162101	Similar_to_MATE.
Os01g0162200	Leucine_rich repeat domain containing protein.
Os01g0162300	Leucine_rich repeat, plant specific containing protein.
Os01g0162400	Conserved_hypothetical_protein.
Os01g0162500	Leucine_rich repeat_containing N_terminal, type 2 domain containing protein.
Os01g0162701	Hypothetical_gene.
Os01g0162800	Hypothetical_conserved_gene.
Os01g0162900	Hypothetical_protein.
Os01g0163000	Leucine_rich repeat, N_terminal domain containing protein.
Os01g0163450	Hypothetical_gene.
Os01g0163616	Conserved_hypothetical_protein.
Os01g0164075	Pollen_Ole_e_1_allergen/extensin_domain_containing_protein.
Os01g0164300	Pollen_Ole_e_1_allergen/extensin_domain_containing_protein.
Os01g0164400	Similar_to_TAF15b_(TBP_ASSOCIATED FACTOR 15b); binding / nucleic acid binding / nucleotide binding / zinc ion binding.
Os01g0164500	Similar_to_ATP_dependent RNA helicase_like protein.
Os01g0164600	Protein_phosphatase_2C_related domain containing protein.
Os01g0164700	Uncharacterised_protein_family_UPF0363_domain_containing_protein.
Os01g0164800	Breast_cancer_type_2_susceptibility_protein_domain_containing_protein.
Os01g0164900	BRCA2_repeat_containing_protein.
Os01g0165000	Transcription_factor,_Dehydration_and_salt_stress_tolerance
Os01g0165000	DRE_binding_protein_2.
Os01g0165100	Conserved_hypothetical_protein.
Os01g0165200	Kelch_type beta propeller domain containing protein.
Os01g0165200	Similar_to_KEAP1.
Os01g0165600	Similar_to_H0323C08.17_protein.
Os01g0165800	DNA_binding HORMA domain containing protein.
Os01g0166100	Similar_to_Ca(2+)_dependent nuclease.
Os01g0166200	Hypothetical_protein.
Os01g0166300	Similar_to_nuclease.
Os01g0166400	Similar_to_phosphatidylinositolglycan_related.
Os01g0166400	Hypothetical_conserved_gene.
Os01g0166500	Conserved_hypothetical_protein.
Os01g0166700	Saposin_family_protein.
Os01g0166800	Similar_to_ETG1_(E2F_TARGET_GENE_1).
Os01g0167100	Hypothetical_protein.
Os01g0167100	Hypothetical_conserved_gene.
Os01g0167400	Similar_to_Protein_synthesis_inhibitor_II_(EC_3.2.2.22)_(Ribosome_inactivating protein II) (rRNA N_glycosidase).
Os01g0167500	Protein_of_unknown_function_DUF250_domain_containing_protein.
Os01g0167600	Hypothetical_conserved_gene.
Os01g0167700	Conserved_hypothetical_protein.
Os01g0167750	Pentatricopeptide_repeat_domain_containing_protein.
Os01g0167800	Conserved_hypothetical_protein.
Os01g0167900	KIP1_like domain containing protein.
Os01g0168000	Hypothetical_protein.
Os01g0168100	KIP1_like domain containing protein.
Os01g0168100	Similar_to_CENP_E like kinetochore protein.
Os01g0168200	Similar_to_Thioredoxin_like protein.
Os01g0168300	Conserved_hypothetical_protein.
Os01g0168400	Zinc_finger,_RING/FYVE/PHD_type domain containing protein.
Os01g0168450	Hypothetical_protein.
Os01g0168500	WD40_repeat_like domain containing protein.
Os01g0168600	Similar_to_predicted_protein.
Os01g0168800	Alpha/beta_hydrolase_fold_1 domain containing protein.
Os01g0168850	Hypothetical_gene.
Os01g0169000	Hypothetical_protein.
Os01g0169400	Similar_to_LOB_domain_protein_25.
Os01g0169500	Armadillo_type fold domain containing protein.
Os01g0169500	Hypothetical_conserved_gene.
Os01g0169800	Tryptophan_aminotransferase,_Indole_3_acetic acid (IAA) biosynthesis
Os01g0169900	Protein_of_unknown_function_DUF1421_family_protein.
Os01g0170000	Raffinose_synthase_family_protein.
Os01g0170051	Hypothetical_protein.
Os01g0170100	D111/G_patch domain containing protein.
Os01g0170300	Serine/threonine_protein_kinase_related domain containing protein.
Os01g0170500	Protein_of_unknown_function_DUF239,_plant_domain_containing_protein.
Os01g0170600	Hypothetical_conserved_gene.
Os01g0170600	UspA_domain_containing_protein.
Os01g0170700	Thiol_activated cytolysin family protein.
Os01g0170800	Pentatricopeptide_repeat_domain_containing_protein.
Os01g0170900	Conserved_hypothetical_protein.
Os01g0171000	BRASSINOSTEROID_INSENSITIVE_1_associated receptor kinase 1 precursor (EC 2.7.1.37) (BRI1_associated receptor kinase 1) (Somatic embryogenesis receptor_like kinase 3).
Os01g0171000	Similar_to_Leucine_rich repeat receptor_like kinase.
Os01g0171100	Ankyrin_repeat_domain_containing_protein.
Os01g0171200	Conserved_hypothetical_protein.
Os01g0171800	Conserved_hypothetical_protein.
Os01g0172000	Glycosyltransferase,_ALG3_domain_containing_protein.
Os01g0172100	Similar_to_Triose_phosphate/phosphate_translocator,_non_green plastid, chloroplast precursor (CTPT).
Os01g0172200	DNA/RNA_helicase,_DEAD/DEAH_box_type,_N_terminal domain containing protein.
Os01g0172300	Conserved_hypothetical_protein.
Os01g0172400	Similar_to_Phospholipase_D_alpha_1.
Os01g0172400	Phospholipase_D_alpha_1_precursor_(EC_3.1.4.4)_(PLD_alpha_1)_(Choline_phosphatase_1)_(Phosphatidylcholine_hydrolyzing phospholipase D 1).
Os01g0172400	Similar_to_Phospholipase_D_alpha_1.
Os01g0172600	Similar_to_electron_carrier/_heme_binding_/_peroxidase.
Os01g0172701	Regulator_of_chromosome_condensation,_RCC1_domain_containing_protein.
Os01g0172800	Embryo_specific 3 family protein.
Os01g0172900	Glycoside_hydrolase,_family_28_domain_containing_protein.
Os01g0173000	Putative_thiol_disulphide oxidoreductase DCC domain containing protein.
Os01g0173100	Alba,_DNA/RNA_binding protein family protein.
Os01g0173600	Glyoxalase/bleomycin_resistance_protein/dioxygenase_domain_containing_protein.
Os01g0173900	Similar_to_MRP_like ABC transporter.
Os01g0174000	Similar_to_BZIP_transcription_factor_(Fragment).
Os01g0174100	Conserved_hypothetical_protein.
Os01g0174200	Hypothetical_protein.
Os01g0174300	Flavoprotein_pyridine_nucleotide_cytochrome_reductase_domain_containing_protein.
Os01g0174400	Hypothetical_gene.
Os01g0174500	Metridin_like ShK toxin domain containing protein.
Os01g0174500	Similar_to_cDNA_clone:J023048G08,_full_insert_sequence.
Os01g0174600	Zinc_finger,_CCCH_type domain containing protein.
Os01g0174700	Similar_to_Akt_(Fragment).
Os01g0174700	Similar_to_predicted_protein.
Os01g0174900	Thioredoxin_fold_domain_containing_protein.
Os01g0175000	Similar_to_Biostress_resistance_related protein (Fragment).
Os01g0175100	Kv1.4_voltage_gated K+ channel family protein.
Os01g0175400	Ankyrin_repeat_containing_protein.
Os01g0175500	Protein_of_unknown_function_DUF1618_domain_containing_protein.
Os01g0175600	Boron_(B)_transporter
Os01g0175633	Hypothetical_protein.
Os01g0175700	Boron_(B)_transporter
Os01g0175733	Hypothetical_protein.
Os01g0175850	UDP_glucuronosyl/UDP_glucosyltransferase domain containing protein.
Os01g0176000	UDP_glucuronosyl/UDP_glucosyltransferase family protein.
Os01g0176050	Hypothetical_protein.
Os01g0176100	UDP_glucuronosyl/UDP_glucosyltransferase family protein.
Os01g0176150	Hypothetical_protein.
Os01g0176200	UDP_glucuronosyl/UDP_glucosyltransferase family protein.
Os01g0176300	Pentatricopeptide_repeat_domain_containing_protein.
Os01g0176400	Similar_to_Photoreceptor_interacting protein_like.
Os01g0176500	Conserved_hypothetical_protein.
Os01g0176500	Hypothetical_conserved_gene.
Os01g0176700	Myb_like DNA_binding domain, SHAQKYF class domain containing protein.
Os01g0176751	Hypothetical_protein.
Os01g0176800	Protein_of_unknown_function_DUF2921_domain_containing_protein.
Os01g0176900	BZR1,_transcriptional_repressor_domain_containing_protein.
Os01g0177100	Similar_to_STYLOSA_protein.
Os01g0177200	Similar_to_Ubiquitin_specific protease 14.
Os01g0177400	GA_3_beta_hydroxylase2, GA metabolism
Os01g0177500	Hypothetical_protein.
Os01g0177900	ATP_binding cassette transporter, Cuticle formation, Defense response
Os01g0177900	Similar_to_Pleiotropic_drug_resistance_protein_6.
Os01g0178000	Pyridoxal_phosphate_dependent transferase, major region, subdomain 1 domain containing protein.
Os01g0178000	Similar_to_Transaminase/_transferase,_transferring_nitrogenous_groups.
Os01g0178100	Region_of_unknown_function_DUF1767_domain_containing_protein.
Os01g0178200	Similar_to_integral_membrane_family_protein.
Os01g0178300	Plasma_membrane_localized small peptide, Aluminum tolerance
Os01g0178400	Similar_to_Protein_phosphatase_2A_B'kappa_subunit.
Os01g0178500	Similar_to_Auxin_responsive protein (Aux/IAA) (Fragment).
Os01g0178600	Peptidase_A1_domain_containing_protein.
Os01g0178700	Similar_to_Protein_binding_protein.
Os01g0178850	Similar_to_predicted_protein.
Os01g0178900	Similar_to_Symbiosis_related disease resistance protein (Fragment).
Os01g0179000	Transferase_family_protein.
Os01g0179200	Syntaxin,_N_terminal domain containing protein.
Os01g0179300	Similar_to_BRI1_KD interacting protein 128 (Fragment).
Os01g0179400	Amyloplast_localized protein containing DUF490, Regulation of starch grain sizes
Os01g0179500	Enhancer_of_polycomb_like, N_terminal domain containing protein.
Os01g0179600	UDP_glucuronosyl/UDP_glucosyltransferase family protein.
Os01g0179700	Similar_to_GTP_binding protein YPTM2.
Os01g0179800	TMS_membrane_protein/tumour_differentially_expressed_protein_family_protein.
Os01g0179901	Conserved_hypothetical_protein.
Os01g0180000	Pistil_specific extensin_like protein family protein.
Os01g0180050	Hypothetical_protein.
Os01g0180300	Lipoprotein,_type_6_family_protein.
Os01g0180300	Hypothetical_conserved_gene.
Os01g0180400	Protein_of_unknown_function_DUF581_domain_containing_protein.
Os01g0180600	Similar_to_MutS_homolog_7_(Fragment).
Os01g0180700	Hypothetical_conserved_gene.
Os01g0180800	Heat_shock_protein_Hsp70_family_protein.
Os01g0180800	Similar_to_heat_shock_70_kDa_protein_4.
Os01g0180850	Hypothetical_protein.
Os01g0180900	2_oxoglutarate and iron_dependent oxygenase, Starch accumulation
Os01g0181000	Frigida_like domain containing protein.
Os01g0181033	Similar_to_NADH_dehydrogenase_subunit_1.
Os01g0181166	Hypothetical_gene.
Os01g0181300	Hypothetical_protein.
Os01g0182100	Protein_of_unknown_function_DUF1618_domain_containing_protein.
Os01g0182200	Similar_to_cDNA_clone:001_208_D07, full insert sequence.
Os01g0182200	Similar_to_Small_basic_membrane_integral_protein_ZmSIP1_2.
Os01g0182300	Lipocalin_domain_containing_protein.
Os01g0182400	Conserved_hypothetical_protein.
Os01g0182500	Hypothetical_conserved_gene.
Os01g0182600	GIGANTEA_protein.
Os01g0182700	Similar_to_WRKY12.
Os01g0182832	Hypothetical_conserved_gene.
Os01g0182900	Conserved_hypothetical_protein.
Os01g0183000	Similar_to_GmCK3p_(EC_2.7.1.32)_(Fragment).
Os01g0183100	Cytochrome_cd1_nitrite reductase_like, C_terminal haem d1 domain containing protein.
Os01g0183300	Endonuclease/exonuclease/phosphatase_domain_containing_protein.
Os01g0183400	Histone_fold domain containing protein.
Os01g0183500	Cytochrome_P450_family_protein.
Os01g0183600	Cytochrome_P450_family_protein.
Os01g0183633	Similar_to_predicted_protein.
Os01g0183800	Cyclin_like F_box domain containing protein.
Os01g0183850	Conserved_hypothetical_protein.
Os01g0183950	Hypothetical_protein.
Os01g0184000	NUC156_family_protein.
Os01g0184050	Hypothetical_protein.
Os01g0184100	Similar_to_17.5_kDa_class_II_heat_shock_protein.
Os01g0184200	Similar_to_OSIGBa0132G14.1_protein.
Os01g0184500	DEAD_like helicase, N_terminal domain containing protein.
Os01g0184700	Conserved_hypothetical_protein.
Os01g0184800	Thioredoxin_fold_domain_containing_protein.
Os01g0184900	Similar_to_SSRP1_protein.
Os01g0185000	Hypothetical_conserved_gene.
Os01g0185100	Similar_to_predicted_protein.
Os01g0185200	Similar_to_glutaminyl_tRNA synthetase.
Os01g0185200	Glutaminyl_tRNA synthetase, class Ic domain containing protein.
Os01g0185250	Hypothetical_gene.
Os01g0185300	Transferase_family_protein.
Os01g0185300	Similar_to_3_N_debenzoyl_2_deoxytaxol N_benzoyltransferase.
Os01g0185400	WD40_repeat_domain_containing_protein.
Os01g0185500	Protein_of_unknown_function_DUF1637_domain_containing_protein.
Os01g0185900	Similar_to_WRKY_1_(Fragment).
Os01g0186000	Similar_to_WRKY_transcription_factor_10.
Os01g0186200	Similar_to_Phototropin.
Os01g0186200	Hypothetical_conserved_gene.
Os01g0186400	Hypothetical_conserved_gene.
Os01g0186600	Conserved_hypothetical_protein.
Os01g0186700	Similar_to_Protein_kinase_GhCLK1_(Fragment).
Os01g0186900	Similar_to_cDNA_clone:001_117_G12, full insert sequence.
Os01g0186900	Similar_to_transposon_protein_CACTA,_En/Spm_sub_class.
Os01g0186900	Similar_to_cDNA_clone:001_117_G12, full insert sequence.
Os01g0186950	Hypothetical_protein.
Os01g0187000	Conserved_hypothetical_protein.
Os01g0187300	Hypothetical_conserved_gene.
Os01g0187350	Hypothetical_gene.
Os01g0187400	Similar_to_glycine_rich protein.
Os01g0187500	WD40_repeat_domain_containing_protein.
Os01g0187600	Similar_to_Cytokinin_dehydrogenase_1.
Os01g0187900	Similar_to_Transcription_factor_MYBS2.
Os01g0188100	Isopenicillin_N_synthase_family_protein.
Os01g0188200	Conserved_hypothetical_protein.
Os01g0188400	NADP_dependent malic enzyme, chloroplast precursor (EC 1.1.1.40) (NADP_ME).
Os01g0188400	Similar_to_Malic_enzyme.
Os01g0188525	Hypothetical_gene.
Os01g0188900	Similar_to_Ankyrin_like protein_like protein.
Os01g0189100	Ankyrin_domain_containing_protein.
Os01g0189700	Similar_to_cDNA_clone:001_031_C06, full insert sequence.
Os01g0189700	Ankyrin_repeat_domain_containing_protein.
Os01g0189700	Ankyrin_repeat_containing domain domain containing protein.
Os01g0189700	Hypothetical_protein.
Os01g0189800	Protein_of_unknown_function_DUF1618_domain_containing_protein.
Os01g0190000	Similar_to_oxidoreductase.
Os01g0190300	Similar_to_Auxin_responsive protein IAA26 (Indoleacetic acid_induced protein 26) (Phytochrome_associated protein 1).
Os01g0190400	Similar_to_Hexokinase.
Os01g0190500	IQ_calmodulin_binding region domain containing protein.
Os01g0191000	Similar_to_H0717B12.1_protein.
Os01g0191100	Similar_to_Acidic_ribosomal_protein_P2a_4 (Fragment).
Os01g0191150	Similar_to_profilin_5.
Os01g0191200	Similar_to_Acid_phosphatase.
Os01g0191300	Similar_to_NAC_type transcription factor.
Os01g0191400	Hypothetical_protein.
Os01g0191500	Similar_to_Mitochondrial_processing_peptidase.
Os01g0191700	Similar_to_Pyrophosphate_fructose_6_phosphate 1_phosphotransferase_like protein (Pyrophosphate_dependent phosphofructo_1_kinase_like protein).
Os01g0191800	Similar_to_Aurora_kinase.
Os01g0191900	Similar_to_Blind.
Os01g0192000	CCCH_type zinc finger protein, Negative regulator  for leaf senescence
Os01g0192000	Similar_to_C3H_transcription_factor.
Os01g0192101	Hypothetical_protein.
Os01g0192300	Similar_to_I_box binding factor (Fragment).
Os01g0192300	Hypothetical_conserved_gene.
Os01g0192401	Hypothetical_gene.
Os01g0192500	Similar_to_H0525G02.3_protein.
Os01g0192550	Conserved_hypothetical_protein.
Os01g0192600	Ndr_family_protein.
Os01g0192900	1_aminocyclopropane_1_carboxylate synthase family protein.
Os01g0193250	Hypothetical_gene.
Os01g0193400	TNFR/CD27/30/40/95_cysteine_rich region domain containing protein.
Os01g0193400	Hypothetical_gene.
Os01g0193500	Conserved_hypothetical_protein.
Os01g0193600	Methyltransferase_small_domain_containing_protein.
Os01g0193700	Hypothetical_protein.
Os01g0193900	Homeodomain_like domain containing protein.
Os01g0193900	Hypothetical_conserved_gene.
Os01g0194000	Conserved_hypothetical_protein.
Os01g0194000	Hypothetical_conserved_gene.
Os01g0194200	IQ_calmodulin_binding region domain containing protein.
Os01g0194300	Ankyrin_repeat protein, Herbivore_induced defense response, Blast disease resistance
